DOID:5585	ferguson-smith tumor|ferguson-smith tumors|ferguson-smith tumour|multiple self healing epithelioma of ferguson-smith
DOID:1660	malignant germ cell neoplasm of pineal gland|malignant germ cell neoplasm of pineal parenchyma|malignant germ cell neoplasm of the pineal gland|malignant germ cell neoplasm of the pineal parenchyma|malignant germ cell tumor of pineal gland|malignant germ cell tumor of pineal parenchyma|malignant germ cell tumor of the pineal gland|malignant germ cell tumor of the pineal parenchyma|malignant germ cell tumour of pineal gland|malignant germ cell tumour of pineal parenchyma|malignant germ cell tumour of the pineal gland|malignant germ cell tumour of the pineal parenchyma|malignant pineal area germ cell neoplasm|malignant pineal area germ cell neoplasms|malignant pineal area germ cell tumor|malignant pineal area germ cell tumors|malignant pineal area germ cell tumour|malignant pineal gland germ cell neoplasm|malignant pineal gland germ cell neoplasms|malignant pineal gland germ cell tumor|malignant pineal gland germ cell tumors|malignant pineal gland germ cell tumour|malignant pineal parenchymal germ cell neoplasm|malignant pineal parenchymal germ cell neoplasms|malignant pineal parenchymal germ cell tumor|malignant pineal parenchymal germ cell tumors|malignant pineal parenchymal germ cell tumour|malignant pineal region germ cell neoplasm|malignant pineal region germ cell neoplasms|malignant pineal region germ cell tumor|malignant pineal region germ cell tumors|malignant pineal region germ cell tumour|pineal area germ cell neoplasm|pineal area germ cell neoplasms|pineal area germ cell tumor|pineal area germ cell tumors|pineal area germ cell tumour|pineal germ cell neoplasm|pineal germ cell neoplasms|pineal germ cell tumor|pineal germ cell tumors|pineal germ cell tumour|pineal region germ cell neoplasm|pineal region germ cell neoplasms|pineal region germ cell tumor|pineal region germ cell tumors|pineal region germ cell tumour
DOID:3710	bladder colloid adenocarcinoma|bladder colloid adenocarcinomas|bladder mucinous adenocarcinoma|bladder mucinous adenocarcinomas
DOID:5149	epithelioid neurofibroma|epithelioid neurofibromas
DOID:7941	adenocarcinoma arising in barrett's mucosa|barrett adenocarcinoma|barrett adenocarcinomas|barrett's adenocarcinoma|barrett's adenocarcinomas
DOID:6270	cancer of gastric cardia|cancer of the gastric cardia|carcinoma of cardia of stomach|carcinoma of gastric cardia|carcinoma of the cardia of the stomach|carcinoma of the gastric cardia|gastric cardia cancer|gastric cardia cancers|gastric cardia carcinoma|gastric cardia carcinomas
DOID:3607	appendiceal colloid cystadenocarcinoma|appendiceal colloid cystadenocarcinomas|appendiceal colloidal cystadenocarcinoma|appendiceal colloidal cystadenocarcinomas|appendiceal mucinous cystadenocarcinoma|appendiceal mucinous cystadenocarcinomas|appendix colloid cystadenocarcinoma|appendix colloid cystadenocarcinomas|appendix colloidal cystadenocarcinoma|appendix colloidal cystadenocarcinomas|appendix mucinous cystadenocarcinoma|appendix mucinous cystadenocarcinomas|colloid cystadenocarcinoma of appendix|colloid cystadenocarcinoma of the appendix|colloidal cystadenocarcinoma of appendix|colloidal cystadenocarcinoma of the appendix|mucinous cystadenocarcinoma of appendix|mucinous cystadenocarcinoma of the appendix
DOID:6524	ciliary body malignant melanoma|ciliary body malignant melanomas|ciliary body melanoma|ciliary body melanomas|malignant ciliary body melanoma|malignant ciliary body melanomas|malignant melanoma of ciliary body|malignant melanoma of the ciliary body|melanoma of ciliary body|melanoma of the ciliary body
DOID:6530	cortical thymoma|cortical thymomas|polygonal cell thymoma|polygonal cell thymomas|thymoma type b2|type b2 thymoma|type b2 thymomas
DOID:6742	synchronous bilateral breast carcinoma|synchronous bilateral breast carcinomas
DOID:7915	cervical intraspinal meningioma|cervical intraspinal meningiomas|cervical spinal canal and spinal cord meningioma|cervical spinal canal and spinal cord meningiomas|meningioma of cervical spinal canal and spinal cord|meningioma of the cervical spinal canal and spinal cord
DOID:3620	cancer central nervous system|cancer cns|cancer of central nervous system|cancer of cns|cancer of the central nervous system|cancer of the cns|cancers cns|central nervous system cancer|central nervous system cancers|central nervous system neoplasm|central nervous system neoplasms|central nervous system neoplasms [disease/finding]|central nervous system tumor|central nervous system tumors|central nervous system tumour|central nervous system tumours|central nervous system--cancer|central nervous system--cancers|central nervous system--tumors|central nervous system--tumours|cns cancer|cns cancers|cns malignancies|cns malignancy|cns malignant neoplasms|cns neopl|cns neoplasia|cns neoplasm|cns neoplasms|cns tumor|cns tumors|cns tumour|cns tumours|malignant central nervous system neoplasm|malignant central nervous system neoplasms|malignant central nervous system tumor|malignant central nervous system tumors|malignant central nervous system tumour|malignant cns neoplasm|malignant cns neoplasms|malignant cns tumor|malignant cns tumors|malignant cns tumour|malignant neoplasm of central nervous system|malignant neoplasm of central nervous system nos|malignant neoplasm of cns|malignant neoplasm of the central nervous system|malignant neoplasm of the cns|malignant tumor of central nervous system|malignant tumor of cns|malignant tumor of the central nervous system|malignant tumor of the cns|malignant tumour of central nervous system|malignant tumour of cns|malignant tumour of the central nervous system|malignant tumour of the cns|neopl cns|neoplasia of the central nervous system|neoplasm cns|neoplasm of central nervous system|neoplasm of cns|neoplasm of the central nervous system|neurological cancer|neurological cancers|tumor of central nervous system|tumor of cns|tumor of the central nervous system|tumor of the cns|tumors cns|tumors of the central nervous system|tumour of central nervous system|tumour of cns|tumour of the central nervous system|tumour of the cns|tumours cns|tumours of the central nervous system
DOID:8618	mal neo ant floor mouth|mal neo lat floor mouth|mal neo mouth floor nos|malignant floor of mouth neoplasm|malignant floor of mouth neoplasms|malignant floor of mouth tumor|malignant floor of mouth tumors|malignant floor of mouth tumour|malignant floor of the mouth neoplasm|malignant floor of the mouth neoplasms|malignant floor of the mouth tumor|malignant floor of the mouth tumors|malignant floor of the mouth tumour|malignant neoplasm of anterior portion of floor of mouth|malignant neoplasm of floor of mouth|malignant neoplasm of lateral floor of mouth|malignant neoplasm of lateral portion of floor of mouth|malignant neoplasm of the floor of the mouth|malignant tumor of floor of mouth|malignant tumor of the floor of the mouth|malignant tumour of floor of mouth|malignant tumour of the floor of the mouth|oral cavity cancer|oral cavity cancers
DOID:0050892	adrenal gland pheochromocytoma|adrenal gland pheochromocytomas
DOID:9256	colo-rectal cancer|colo-rectal cancers|colon rectal cancer|colon rectal cancers|colon/rectal cancer|colon/rectal cancers|colorectal cancer|colorectal cancers|crc
DOID:3964	trabecular follicular adenocarcinoma|trabecular follicular adenocarcinomas
DOID:8838	hodgkin's disease nodular sclerosis nos|hodgkin's nodular sclerosis|nodular sclerosis|nodular sclerosis classical hodgkin lymphoma|nodular sclerosis classical hodgkin lymphomas|nodular sclerosis hodgkin lymphoma|nodular sclerosis hodgkin lymphomas|nodular sclerosis hodgkin's disease|nodular sclerosis hodgkin's lymphoma|nodular sclerosis hodgkin's lymphomas|nschl|nshd|nshl
DOID:7632	carcinoma of cowper glands|cowper gland carcinoma|cowper gland carcinomas
DOID:3711	adenocarcinoma of bladder|adenocarcinoma of the bladder|adenocarcinoma of the urinary bladder|adenocarcinoma of urinary bladder|bladder adenocarcinoma|bladder adenocarcinoma nos|bladder adenocarcinomas|urinary bladder adenocarcinoma|urinary bladder adenocarcinomas
DOID:3640	central nervous system teratoma|central nervous system teratomas|cns teratoma|cns teratomas|teratoma of central nervous system|teratoma of cns|teratoma of the central nervous system|teratoma of the cns
DOID:0060548	luminal breast carcinoma|luminal breast carcinomas
DOID:4441	disgerminoma|disgerminomas|dysgerminoma|dysgerminoma [disease/finding]|dysgerminomas
DOID:8179	cervical atypical polypoid adenomyoma|cervical atypical polypoid adenomyomas
DOID:6458	cerebellar liponeurocytoma|cerebellar liponeurocytoma (who grade ii)|cerebellar liponeurocytomas|lipomatous medulloblastoma|lipomatous medulloblastomas
DOID:2152	epithelial neoplasm of ovary|epithelial neoplasm of the ovary|epithelial tumor of ovary|epithelial tumor of the ovary|epithelial tumour of ovary|epithelial tumour of the ovary|ovarian epithelial tumor|ovarian epithelial tumors|ovarian epithelial tumour|ovarian surface epithelial-stromal tumor|ovarian surface epithelial-stromal tumors|ovarian surface epithelial-stromal tumour|ovarian surface-epithelial stromal neoplasm|ovarian surface-epithelial stromal neoplasms|ovary epithelial cancer|ovary epithelial cancers
DOID:0060083	immune system cancer|immune system cancers
DOID:4024	adenocarcinoma scirrhous|adenocarcinoma with productive fibrosis|fibrocarcinoma|fibrocarcinomas|scirrhous adenocarcinoma|scirrhous adenocarcinomas|scirrhous carcinoma|scirrhous carcinomas
DOID:1107	cancer of esophagus|cancer of the esophagus|carcinoma esophageal|carcinoma esophageal cancer|carcinoma esophageal cancers|carcinoma esophagus|carcinoma oesophagus|carcinoma of esophagus|carcinoma of oesophagus|carcinoma of the esophagus|esophageal cancer|esophageal cancers|esophageal carcinoma|esophageal carcinomas|esophagus carcinoma|esophagus carcinomas|oesophageal carcinoma|oesophageal carcinomas
DOID:5577	g cell tumor|g cell tumors|g cell tumour|g-cell gastrin producing tumor|g-cell gastrin producing tumors|g-cell gastrin producing tumour|g-cell tumor|g-cell tumors|g-cell tumour|gastrin producing tumor|gastrin producing tumors|gastrin producing tumour|gastrin secreting tumor|gastrin secreting tumors|gastrin secreting tumour|gastrin-producing net|gastrin-producing neuroendocrine tumor|gastrin-producing neuroendocrine tumors|gastrin-producing neuroendocrine tumour|gastrin-producing tumor|gastrin-producing tumors|gastrin-producing tumour|gastrin-producing tumours|gastrinoma|gastrinoma [disease/finding]|gastrinomas|ulcerogenic islet cell tumor|ulcerogenic islet cell tumors|ulcerogenic islet cell tumour
DOID:5058	rhabdoid meningioma|rhabdoid meningiomas
DOID:6755	amyloid tumor|amyloid tumors|amyloid tumour|amyloid tumours
DOID:5396	malignant pituitary gland prolactinoma|malignant pituitary gland prolactinomas|malignant pituitary prolactinoma|malignant pituitary prolactinomas|malignant prolactin producing neoplasm of pituitary|malignant prolactin producing neoplasm of pituitary gland|malignant prolactin producing neoplasm of the pituitary|malignant prolactin producing neoplasm of the pituitary gland|malignant prolactin producing pituitary gland neoplasm|malignant prolactin producing pituitary gland neoplasms|malignant prolactin producing pituitary gland tumor|malignant prolactin producing pituitary gland tumors|malignant prolactin producing pituitary gland tumour|malignant prolactin producing pituitary neoplasm|malignant prolactin producing pituitary neoplasms|malignant prolactin producing pituitary tumor|malignant prolactin producing pituitary tumors|malignant prolactin producing pituitary tumour|malignant prolactin producing tumor|malignant prolactin producing tumor of pituitary|malignant prolactin producing tumor of pituitary gland|malignant prolactin producing tumor of the pituitary|malignant prolactin producing tumor of the pituitary gland|malignant prolactin producing tumors|malignant prolactin producing tumour|malignant prolactin producing tumour of pituitary|malignant prolactin producing tumour of pituitary gland|malignant prolactin producing tumour of the pituitary|malignant prolactin producing tumour of the pituitary gland|malignant prolactin secreting neoplasm of pituitary|malignant prolactin secreting neoplasm of pituitary gland|malignant prolactin secreting neoplasm of the pituitary|malignant prolactin secreting neoplasm of the pituitary gland|malignant prolactin secreting pituitary gland neoplasm|malignant prolactin secreting pituitary gland neoplasms|malignant prolactin secreting pituitary gland tumor|malignant prolactin secreting pituitary gland tumors|malignant prolactin secreting pituitary gland tumour|malignant prolactin secreting pituitary neoplasm|malignant prolactin secreting pituitary neoplasms|malignant prolactin secreting pituitary tumor|malignant prolactin secreting pituitary tumors|malignant prolactin secreting pituitary tumour|malignant prolactin secreting tumor of pituitary|malignant prolactin secreting tumor of pituitary gland|malignant prolactin secreting tumor of the pituitary|malignant prolactin secreting tumor of the pituitary gland|malignant prolactin secreting tumour of pituitary|malignant prolactin secreting tumour of pituitary gland|malignant prolactin secreting tumour of the pituitary|malignant prolactin secreting tumour of the pituitary gland|malignant prolactinoma|malignant prolactinoma of pituitary|malignant prolactinoma of pituitary gland|malignant prolactinoma of the pituitary|malignant prolactinoma of the pituitary gland|malignant prolactinomas|prl producing pituitary gland carcinoma|prl producing pituitary gland carcinomas|prl producing pituitary gland neoplasm|prl producing pituitary gland neoplasms|prolactin producing neoplasm of pituitary|prolactin producing neoplasm of pituitary gland|prolactin producing neoplasm of the pituitary|prolactin producing neoplasm of the pituitary gland|prolactin producing pituitary gland carcinoma|prolactin producing pituitary gland carcinomas|prolactin producing pituitary gland neoplasm|prolactin producing pituitary gland neoplasms|prolactin producing pituitary gland tumor|prolactin producing pituitary gland tumors|prolactin producing pituitary gland tumour|prolactin producing pituitary neoplasm|prolactin producing pituitary neoplasms|prolactin producing pituitary tumor|prolactin producing pituitary tumors|prolactin producing pituitary tumour|prolactin producing pituitary tumours|prolactin producing tumor of pituitary|prolactin producing tumor of pituitary gland|prolactin producing tumor of the pituitary|prolactin producing tumor of the pituitary gland|prolactin producing tumour of pituitary|prolactin producing tumour of pituitary gland|prolactin producing tumour of the pituitary|prolactin producing tumour of the pituitary gland|prolactin secreting neoplasm of pituitary|prolactin secreting neoplasm of pituitary gland|prolactin secreting neoplasm of the pituitary|prolactin secreting neoplasm of the pituitary gland|prolactin secreting pituitary gland neoplasm|prolactin secreting pituitary gland neoplasms|prolactin secreting pituitary gland tumor|prolactin secreting pituitary gland tumors|prolactin secreting pituitary gland tumour|prolactin secreting pituitary neoplasm|prolactin secreting pituitary neoplasms|prolactin secreting pituitary tumor|prolactin secreting pituitary tumors|prolactin secreting pituitary tumour|prolactin secreting tumor of pituitary|prolactin secreting tumor of pituitary gland|prolactin secreting tumor of the pituitary|prolactin secreting tumor of the pituitary gland|prolactin secreting tumour of pituitary|prolactin secreting tumour of pituitary gland|prolactin secreting tumour of the pituitary|prolactin secreting tumour of the pituitary gland|prolactin-producing pituitary gland carcinoma|prolactin-producing pituitary gland carcinomas|prolactin-producing pituitary gland neoplasm|prolactin-producing pituitary gland neoplasms|prolactin-producing pituitary tumor|prolactin-producing pituitary tumors|prolactin-producing pituitary tumour
DOID:297	carcinoma ex pleomorphic adenoma|carcinoma ex pleomorphic adenomas|carcinoma in pleomorphic adenoma|carcinoma in pleomorphic adenomas|pleomorphic adenoma carcinoma|pleomorphic adenoma carcinomas
DOID:12064	mediastinal neurofibroma|mediastinal neurofibromas|mediastinum neurofibroma|mediastinum neurofibromas|neurofibroma of mediastinum|neurofibroma of the mediastinum
DOID:5890	adult anaplastic ependymoma|adult anaplastic ependymomas|adult malignant ependymoma|adult malignant ependymomas|malignant adult ependymoma|malignant adult ependymomas
DOID:169	neoplasms neuroendocrine|neuroendocrine neoplasia|neuroendocrine neoplasm|neuroendocrine neoplasms|neuroendocrine tumor|neuroendocrine tumor nos|neuroendocrine tumors|neuroendocrine tumors [disease/finding]|neuroendocrine tumour|neuroendocrine tumour nos|neuroendocrine tumours|neuroendocrine tumours [disease/finding]
DOID:7095	childhood epithelioid sarcoma|childhood epithelioid sarcomas|pediatric epithelioid sarcoma|pediatric epithelioid sarcomas
DOID:3078	anaplastic astrocytoma|anaplastic astrocytomas|astrocytoma grade iii|grade iii astrocytic neoplasm|grade iii astrocytic neoplasms|grade iii astrocytic tumor|grade iii astrocytic tumors|grade iii astrocytic tumour|grade iii astrocytoma|grade iii astrocytomas|malignant astrocytoma|malignant astrocytomas
DOID:8564	cancer lip|cancer lips|cancer of lip|cancer of the lip|lip cancer|lip cancers|lips--cancer|lips--cancers|mal neo lip nec|malignant lip neoplasm|malignant lip neoplasms|malignant lip tumor|malignant lip tumors|malignant lip tumour|malignant neoplasm of commissure of lip|malignant neoplasm of labial commissure of lip|malignant neoplasm of lip|malignant neoplasm of other sites of lip|malignant neoplasm of the lip|malignant tumor of commissure of lip|malignant tumor of lip|malignant tumor of the lip|malignant tumour of commissure of lip|malignant tumour of lip|malignant tumour of the lip|of lip cancer|of lip cancers
DOID:4693	neoplasm of nerve plexus|neoplasm of the nerve plexus|nerve plexus neoplasm|nerve plexus neoplasms|nerve plexus tumor|nerve plexus tumors|nerve plexus tumour|nerve plexus tumours|neural plexus neoplasms|neural plexus tumors|neural plexus tumours|tumor of nerve plexus|tumor of the nerve plexus|tumour of nerve plexus|tumour of the nerve plexus
DOID:4918	adenocarcinoma of kidney pelvis|adenocarcinoma of renal pelvis|adenocarcinoma of the kidney pelvis|adenocarcinoma of the renal pelvis|kidney pelvis adenocarcinoma|kidney pelvis adenocarcinomas|renal pelvis adenocarcinoma|renal pelvis adenocarcinomas
DOID:5093	cancer thoracic|malign neopl thorax|malignant neoplasm of the thorax|malignant neoplasm of thorax|malignant thoracic neoplasm|malignant thoracic neoplasms|malignant thoracic tumor|malignant thoracic tumors|malignant thoracic tumour|malignant tumor of the thorax|malignant tumor of thorax|malignant tumour of the thorax|malignant tumour of thorax|neoplasm of the thorax|neoplasm of thorax|neoplasms thorax|thoracic cancer|thoracic cancers|thoracic neopl|thoracic neoplasm|thoracic neoplasms|thoracic neoplasms [disease/finding]|thoracic tumor|thoracic tumors|thoracic tumour|thorax neoplasm|thorax neoplasms|tumor of the thorax|tumor of thorax|tumour of the thorax|tumour of thorax
DOID:7514	female adnexal tumor of probable wolffian origin|female adnexal tumour of probable wolffian origin|wolffian adenoma|wolffian adenomas|wolffian adnexal neoplasm|wolffian adnexal neoplasms|wolffian adnexal tumor|wolffian adnexal tumors|wolffian adnexal tumour|wolffian tumor|wolffian tumors|wolffian tumour
DOID:5274	malignant dermal neoplasm|malignant dermal neoplasms|malignant dermis neoplasm|malignant dermis neoplasms|malignant dermis tumor|malignant dermis tumors|malignant dermis tumour|malignant neoplasm of dermis|malignant neoplasm of the dermis|malignant tumor of dermis|malignant tumor of the dermis|malignant tumour of dermis|malignant tumour of the dermis
DOID:6595	gastric tubular adenocarcinoma|gastric tubular adenocarcinomas|tubular adenocarcinoma of stomach|tubular adenocarcinoma of the stomach
DOID:6001	breast fibrosarcoma|breast fibrosarcomas|fibrosarcoma of breast|fibrosarcoma of the breast
DOID:5276	esophageal leiomyosarcoma|esophageal leiomyosarcomas|esophagus leiomyosarcoma|esophagus leiomyosarcomas|leiomyosarcoma of esophagus|leiomyosarcoma of the esophagus
DOID:7024	mucin-producing intrahepatic cholangiocarcinoma|mucin-producing intrahepatic cholangiocarcinomas|mucinous intrahepatic cholangiocarcinoma|mucinous intrahepatic cholangiocarcinomas
DOID:4525	angiosarcoma of mediastinum|angiosarcoma of the mediastinum|hemangiosarcoma of mediastinum|hemangiosarcoma of the mediastinum|mediastinal angiosarcoma|mediastinal angiosarcomas|mediastinal hemangiosarcoma|mediastinal hemangiosarcomas|mediastinum angiosarcoma|mediastinum angiosarcomas
DOID:10619	lymph node cancer|lymph node cancers|lymph node neoplasm|lymph node neoplasms
DOID:0060060	non-hodgkin lymphoma|non-hodgkin lymphomas
DOID:3544	atypical choroid plexus papilloma|atypical choroid plexus papillomas
DOID:7497	brain ependymoma|brain ependymomas|ependymal brain tumor|ependymal brain tumors|ependymal brain tumour|ependymal glioma|ependymal gliomas|ependymal tumor of brain|ependymal tumors|ependymal tumour of brain|ependymal tumours|ependymoma brain tumor|ependymoma brain tumors|ependymoma brain tumour|ependymoma of brain
DOID:12756	lacrimal duct cancer|lacrimal duct cancers|mal neo lacrimal duct|malignant lacrimal duct neoplasm|malignant lacrimal duct neoplasms|malignant lacrimal duct tumor|malignant lacrimal duct tumors|malignant lacrimal duct tumour|malignant neoplasm of lacrimal duct|malignant neoplasm of the lacrimal duct|malignant tumor of lacrimal duct|malignant tumor of the lacrimal duct|malignant tumour of lacrimal duct|malignant tumour of the lacrimal duct
DOID:136	malignant vaginal mixed epithelial and mesenchymal neoplasm|malignant vaginal mixed epithelial and mesenchymal neoplasms|malignant vaginal mixed epithelial and mesenchymal tumor|malignant vaginal mixed epithelial and mesenchymal tumors|malignant vaginal mixed epithelial and mesenchymal tumour|vaginal carcinosarcoma|vaginal carcinosarcomas|vaginal malignant mixed mesodermal (mullerian) tumor|vaginal malignant mixed mesodermal (mullerian) tumors|vaginal malignant mixed mesodermal (mullerian) tumour|vaginal mixed epithelial and mesenchymal neoplasm|vaginal mixed epithelial and mesenchymal neoplasms|vaginal mixed epithelial and mesenchymal tumor|vaginal mixed epithelial and mesenchymal tumors|vaginal mixed epithelial and mesenchymal tumour
DOID:1360	frontal sinus cancer|frontal sinus cancers|malig neo frontal sinus|malignant frontal sinus neoplasm|malignant frontal sinus neoplasms|malignant frontal sinus tumor|malignant frontal sinus tumors|malignant frontal sinus tumour|malignant neoplasm of frontal sinus|malignant neoplasm of the frontal sinus|malignant tumor of frontal sinus|malignant tumor of the frontal sinus|malignant tumour of frontal sinus|malignant tumour of the frontal sinus
DOID:0060080	her2-receptor negative breast cancer|her2-receptor negative breast cancers
DOID:8207	hilar lung carcinoma|hilar lung carcinomas|lung hilum carcinoma|lung hilum carcinomas
DOID:5515	nasal cavity squamous cell carcinoma|nasal cavity squamous cell carcinomas|squamous cell carcinoma of nasal cavity|squamous cell carcinoma of the nasal cavity
DOID:0050671	female breast cancer|female breast cancers
DOID:9773	female breast upper-outer quadrant cancer|female breast upper-outer quadrant cancers|mal neo breast up-outer|malignant neoplasm of upper-outer quadrant of female breast
DOID:5667	carcinoma of sweat gland|carcinoma of the sweat gland|sweat gland carcinoma|sweat gland carcinomas
DOID:6331	immature germ cell teratoma of ovary|immature germ cell teratoma of the ovary|immature ovarian teratoma|immature ovarian teratomas|immature teratoma of ovary|immature teratoma of the ovary|malignant germ cell teratoma of ovary|malignant germ cell teratoma of the ovary|malignant ovarian germ cell teratoma|malignant ovarian germ cell teratomas|malignant ovarian teratoma|malignant ovarian teratomas|malignant teratoma of ovary|malignant teratoma of the ovary|ovarian germ cell immature teratoma|ovarian germ cell immature teratomas|ovarian immature germ cell teratoma|ovarian immature germ cell teratomas|ovarian immature teratoma|ovarian immature teratomas
DOID:4160	differentiating neuroblastoma|differentiating neuroblastomas
DOID:710	splenic manifestation of leukemia
DOID:5022	aflatoxins-related hepatocellular carcinoma|aflatoxins-related hepatocellular carcinomas
DOID:5514	breast squamous cell carcinoma|breast squamous cell carcinomas|primary squamous cell breast carcinoma|primary squamous cell breast carcinomas|primary squamous cell carcinoma of breast|primary squamous cell carcinoma of the breast|scc of breast|scc of the breast|squamous breast carcinoma|squamous breast carcinomas|squamous carcinoma of breast|squamous carcinoma of the breast|squamous cell breast carcinoma|squamous cell breast carcinomas|squamous cell carcinoma of breast|squamous cell carcinoma of the breast
DOID:3693	ampulla of vater mucinous adenocarcinoma|ampulla of vater mucinous adenocarcinomas
DOID:1324	lung cancer|lung cancers|mal neo bronch/lung nec|mal neo lower lobe lung|mal neo middle lobe lung|mal neo upper lobe lung|malignant neoplasm of other parts of bronchus or lung
DOID:5815	brain lymphoma|brain lymphoma primary|brain lymphomas|cerebral lymphoma|cerebral lymphoma primary|cerebral lymphomas|lymphoma brain|primary brain lymphoma|primary brain lymphomas|primary cerebral lymphoma|primary cerebral lymphomas|primary lymphoma of brain|primary lymphoma of cerebrum|primary lymphoma of the cerebrum
DOID:7103	diaphragm sellae meningioma|diaphragm sellae meningiomas|diaphragma sellae meningioma|diaphragma sellae meningiomas|meningioma of diaphragm sellae|meningioma of diaphragma sellae|meningioma of the diaphragm sellae|meningioma of the diaphragma sellae
DOID:4548	extraskeletal mesenchymal chondrosarcoma|extraskeletal mesenchymal chondrosarcomas|mesenchymal extraosseous chondrosarcoma|mesenchymal extraosseous chondrosarcomas|mesenchymal extraskeletal chondrosarcoma|mesenchymal extraskeletal chondrosarcomas
DOID:314	fibrous histiocytoma of tendon sheath|giant cell neoplasm of tendon sheath|giant cell neoplasm of tenosynovium|giant cell neoplasm of the tenosynovium|giant cell tumor of tendon sheath|giant cell tumor of tenosynovium|giant cell tumor of the tenosynovium|giant cell tumor tendon|giant cell tumour of tendon sheath|giant cell tumour of tenosynovium|giant cell tumour of the tenosynovium|giant cell tumour tendon|tendon sheath giant cell neoplasm|tendon sheath giant cell neoplasms|tendon sheath giant cell tumor|tendon sheath giant cell tumors|tendon sheath giant cell tumour|tenosynovial giant cell neoplasm|tenosynovial giant cell neoplasms|tenosynovial giant cell tumor|tenosynovial giant cell tumors|tenosynovial giant cell tumour
DOID:6723	malignant type ab thymoma|malignant type ab thymomas
DOID:5026	scirrhous hepatocellular carcinoma|scirrhous hepatocellular carcinomas|sclerosing hepatic carcinoma|sclerosing hepatic carcinomas|sclerosing hepatocellular carcinoma|sclerosing hepatocellular carcinomas
DOID:7598	cervical lymphoepithelioma-like carcinoma|cervical lymphoepithelioma-like carcinomas
DOID:4115	ovarian adenosarcoma|ovarian adenosarcomas|ovarian mesodermal adenosarcoma|ovarian mesodermal adenosarcomas|ovarian mullerian adenosarcoma|ovarian mullerian adenosarcomas
DOID:0050615	respiratory system cancer|respiratory system cancers
DOID:4301	basal cell carcinoma of the vulva|basal cell carcinoma of vulva|vulva basal cell carcinoma|vulva basal cell carcinomas|vulvar basal cell carcinoma|vulvar basal cell carcinomas
DOID:0050745	diffuse large b-cell lymphoma|diffuse large b-cell lymphomas
DOID:0050872	large cell neuroendocrine carcinoma|large cell neuroendocrine carcinomas
DOID:0050873	follicular lymphoma|follicular lymphomas
DOID:4992	glioma of optic nerve|glioma of the optic nerve|glioma optic|optic glioma|optic gliomas|optic nerve glioma|optic nerve glioma [disease/finding]|optic nerve gliomas
DOID:5286	vulvar leiomyosarcoma|vulvar leiomyosarcomas
DOID:12984	neoplasm of tenth cranial nerve|neoplasm of the tenth cranial nerve|neoplasm of the vagus nerve|neoplasm of vagus nerve|tenth cranial nerve neoplasm|tenth cranial nerve neoplasms|tenth cranial nerve tumor|tenth cranial nerve tumors|tenth cranial nerve tumour|tenth cranial nerve tumours|tumor of tenth cranial nerve|tumor of the tenth cranial nerve|tumor of the vagus nerve|tumor of vagus nerve|tumour of tenth cranial nerve|tumour of the tenth cranial nerve|tumour of the vagus nerve|tumour of vagus nerve|vagus nerve neoplasm|vagus nerve neoplasms|vagus nerve tumor|vagus nerve tumors|vagus nerve tumour|vagus nerve tumours|xth cranial nerve neoplasms|xth cranial nerve tumors|xth cranial nerve tumours
DOID:0050911	appendix carcinoid tumor|appendix carcinoid tumors|appendix carcinoid tumour
DOID:6523	ciliary body mixed cell melanoma|ciliary body mixed cell melanomas
DOID:5189	epithelial predominant kidney adenosarcoma|epithelial predominant kidney adenosarcomas|epithelial predominant nephroblastoma|epithelial predominant nephroblastomas|epithelial predominant renal adenosarcoma|epithelial predominant renal adenosarcomas|epithelial predominant renal wilm's tumor|epithelial predominant renal wilm's tumors|epithelial predominant renal wilm's tumour|epithelial predominant renal wilms tumor|epithelial predominant renal wilms tumors|epithelial predominant renal wilms tumour|epithelial predominant renal wilms' tumor|epithelial predominant renal wilms' tumors|epithelial predominant renal wilms' tumour|epithelial predominant wilm's tumor|epithelial predominant wilm's tumors|epithelial predominant wilm's tumour|epithelial predominant wilms tumor|epithelial predominant wilms tumors|epithelial predominant wilms tumour|epithelial predominant wilms' tumor|epithelial predominant wilms' tumors|epithelial predominant wilms' tumour
DOID:6166	prostatic urethra urothelial carcinoma|prostatic urethra urothelial carcinomas
DOID:4681	bile duct mucoepidermoid carcinoma|bile duct mucoepidermoid carcinomas|extrahepatic bile duct mucoepidermoid carcinoma|extrahepatic bile duct mucoepidermoid carcinomas|mucoepidermoid carcinoma of bile duct|mucoepidermoid carcinoma of the bile duct
DOID:5627	adenosquamous carcinoma of gallbladder|adenosquamous carcinoma of the gallbladder|adenosquamous gallbladder carcinoma|adenosquamous gallbladder carcinomas|gallbladder adenosquamous carcinoma|gallbladder adenosquamous carcinomas
DOID:5530	epidermoid thymic carcinoma|epidermoid thymic carcinomas|squamous cell carcinoma of the thymus|squamous cell carcinoma of thymus|thymic squamous cell carcinoma|thymic squamous cell carcinomas|thymus squamous cell carcinoma|thymus squamous cell carcinomas
DOID:11748	mal neo round ligament|malignant neoplasm of round ligament|malignant neoplasm of round ligament of uterus|round ligament malignant neoplasm|round ligament malignant neoplasms
DOID:4454	childhood kidney cell carcinoma|childhood kidney cell carcinomas|childhood renal cell carcinoma|childhood renal cell carcinomas|pediatric kidney cell carcinoma|pediatric kidney cell carcinomas|pediatric renal cell carcinoma|pediatric renal cell carcinomas
